,GSM1377859,GSM1377860,GSM1377861,GSM1377862,GSM1377863,GSM1377864,GSM1377865,GSM1377866,GSM1377867,GSM1377868,GSM1377869,GSM1377870,GSM1377871,GSM1377872,GSM1377873,GSM1377874,GSM1377875,GSM1377876,GSM1377877,GSM1377878,GSM1377879,GSM1377880,GSM1377881,GSM1377882,GSM1377883,GSM1377884,GSM1377885,GSM1377886,GSM1377887,GSM1377888,GSM1377889,GSM1377890,GSM1377891,GSM1377892,GSM1377893,GSM1377894,GSM1377895,GSM1377896,GSM1377897,GSM1377898,GSM1377899,GSM1377900,GSM1377901,GSM1377902,GSM1377903,GSM1377904,GSM1377905,GSM1377906,GSM1377907
ENSMUSG00000031533,1.591301734,1.672501472,1.794672043,1.662209897,1.603835877,1.783579166,0.059008742,1.197870247,1.685925268,0.782234629,0,0.305585653,0,0,1.232035028,0,0,0,1.162403084,0,1.063130616,0,0,0,0,0,0.03819794,1.150968164,0,1.83021323,1.971731711,1.791027827,1.633470476,1.849525671,1.781621835,1.819870192,1.823695233,1.550696649,1.480627741,1.599686613,1.848777019,1.902620695,1.91302452,1.910898553,1.773278008,2.059975934,1.665598813,1.798941919,2.014554139
ENSMUSG00000073433,0,0,0,0,0,0,0,0,0,2.101313938,2.032626818,2.028595651,2.212802641,2.119146972,2.103981506,1.558156354,1.13392194,1.874173237,1.702819848,1.448110882,0.126609615,2.019917645,1.719162178,2.184506887,2.257265679,2.277240079,1.421478885,2.182893767,2.021995098,1.902782615,1.233239856,1.772618715,1.679712185,1.708922896,1.506976953,1.76854487,1.786834441,2.258577425,2.229425848,2.134868495,2.238131447,1.84481069,1.439984436,1.337101695,1.695369586,2.102786898,0.633784467,1.708250889,1.931531094
ENSMUSG00000086019,1.386791369,1.569499146,1.806921035,1.151008043,1.280159352,1.283095342,0,1.19751212,0.823622229,1.172235026,1.607919095,0,1.523043746,1.229541064,1.452108584,1.049307199,1.722309726,1.528302086,1.397971277,1.810406604,2.08828142,1.841349458,2.092014957,2.264744648,1.909557099,0,1.120636439,1.789961962,1.391825733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000089536,0,0,0,0,0,0,0,0,0,0,2.349947398,0,0,0,0,0,0,0,2.209600793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.495083436,2.565661315,2.55433407,0,0,2.450700109,0,0,0,0,0,0,0
ENSMUSG00000041872,2.027903846,2.071233762,1.992367478,1.955838741,2.07495168,2.220664988,0,2.075853414,2.108794963,1.360451402,1.248779765,0.967797811,0.052245183,1.007702128,1.274411883,0.333443244,0.05915771,0.85251781,0,1.242958628,1.086349151,0,0.2515679,1.51563942,0,0,0,0,1.29940051,0,0,0,0,0,0.086895605,0.081741811,1.216630309,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046818,0.572604441,0.067461806,0,0.40030999,0.293045282,0,0,0.183292341,0.277027856,1.509388033,1.297528534,0.899249637,1.401419498,1.808781327,1.819934625,2.054375545,1.791470991,1.740902458,1.64178237,2.459372884,2.350215057,2.225637464,2.181039972,2.253095586,2.219128513,2.263938904,1.809570488,0.019308875,0.069646271,1.910981191,0.267052222,1.357288639,1.618144363,1.417151044,1.565356599,1.164266583,1.553753204,1.941427448,1.506465795,0.386775328,1.931264073,0.301401159,0.091993523,1.356916491,1.69391768,1.875869457,1.815549193,1.734728641,0.126347364
ENSMUSG00000029209,2.230586852,2.189052149,2.076560348,2.129776871,2.293406755,2.313825054,1.544379384,2.255535415,2.252275205,0.075500245,1.535387806,1.210008007,0,1.14837743,1.184878733,1.441489327,1.636218008,0,1.318831023,0.301000028,1.40165725,1.499136995,0.339471317,0,1.711936233,0,0,0,0.248888246,0.950643259,1.152386203,1.294142038,0.685570673,0.084253386,0.417112816,1.236421367,0,0.262477431,0,0.904341123,0,0.143412357,1.32582547,0.079400148,0.142979805,0.045297546,1.401910365,1.469822016,1.342910002
ENSMUSG00000092125,0,0,0,0,0,0,0,0,0,1.335943077,2.031796126,1.714741222,1.951749757,2.139000167,1.801665031,2.037812808,1.616046784,1.939723373,1.945769336,1.61136957,1.523419973,2.031493295,1.962628793,1.949803122,1.494961187,1.891172698,0.25248166,1.672508857,1.994429782,0.747313129,1.306780896,1.292353555,0.288611583,1.468987959,1.521621817,1.304068092,1.510247336,0.546559936,0,1.777647901,0.152981439,0.077384986,1.49581066,0,0,1.72015434,1.649847724,1.616647727,1.288135158
ENSMUSG00000053063,1.970098039,1.852382999,1.933803024,1.886727548,2.033198507,1.779918125,1.903826035,2.059487684,1.984487707,0.03763244,1.043904316,0.021696218,0,1.394661772,0,0.076154184,1.38631879,0,0.30854734,0.188076206,0,0,1.310240731,0,0,0,0,0,1.875865989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10073575,0,0
ENSMUSG00000084064,2.177902826,2.089254949,2.206399465,2.180237733,1.900729709,2.186654088,2.349331932,2.175679932,2.305763968,0.747322454,0,0.551436579,0.838254519,0.687156932,1.405315619,1.325435611,0.895532487,1.107738944,1.511974219,1.845770675,1.773615326,1.291286691,0,0,1.281569651,0,0,1.38635269,1.539466286,1.261942929,1.125923468,0.996458696,0,1.503218508,1.035358884,1.182979268,0,0,0,1.59110358,0,0,0,0,0.703716005,0,1.09723648,0,0.727779484
ENSMUSG00000080383,0,0,0,0,0,0,0,0,0,2.121664876,1.983965292,0,0,0,2.033077791,0,2.276601951,0,0,0,2.069198035,0,0,0,0,2.427263712,0,0,0,0,0,0,0,2.16533634,0,0,0,0,0,0,0,0,0,0,0,2.183668357,0,0,0
ENSMUSG00000071658,2.045901652,2.042591262,2.001915352,2.036301454,2.06008562,2.159299436,0.232623372,2.032296345,2.217075779,0.789467189,1.298342098,1.239156777,1.489350886,1.292955697,1.108791582,1.541312096,1.569363374,1.52256681,1.110761374,1.749466536,1.920539674,1.431328376,1.130156798,1.745355118,0,1.702063299,1.437712521,1.44357588,0.318052895,0,0.327877734,0,0.057089578,0.307555936,0.114472535,0,0,0.12530556,0,0.775093938,0.059365725,0,0.452854743,0.472441947,0,0.065235653,0,0,0
ENSMUSG00000060081,2.011041526,2.07384294,2.133893225,2.259393168,2.168022859,2.125793455,1.912176871,2.035017263,2.017842711,0,0.760827937,1.212805302,0,0.313833487,0.29136774,0.939520251,0.692975515,0,0.326573429,0,0,0,0,1.828124108,0,0,0,0,0,0,0,0,0,0.870064883,0.853331279,0,1.033292241,1.435077944,1.4857342,0.533952448,1.155193274,0,1.122520597,0,1.453569057,0.801701371,0.978479534,0,0.729689515
ENSMUSG00000051736,1.918908527,1.87376223,2.11722488,1.976634676,2.047862617,2.014885797,1.594946944,1.984322944,1.897067095,0,0.741265084,0.993258949,1.303057753,0,0.306611573,1.327187226,1.20227575,0,1.362797149,0,1.061784105,0,1.572390593,0.97796263,0,0,0,0,1.800036242,0.996963681,0.025330775,0,0,0,0,0,0,0,0,0,0,0,0.027368366,0,0,0,0,0.043946316,0
ENSMUSG00000092389,1.611316431,1.671888977,1.942034854,2.071635346,2.063089305,1.881264795,0,1.930349872,2.000199295,1.582751776,0.43217048,1.098404885,0,0,1.268868029,1.522217246,0,1.49581066,1.071248506,1.779499089,0,0,0.458672591,0.508696671,1.973551777,0,0,1.744553482,0,0,1.129657673,0,1.315569435,0,0,0,0,0,0,0,0,0,0,0,0,0.554114669,0,0,0.501393417
ENSMUSG00000038891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490861267,1.184273967,0,0,1.723418727,1.246368076,1.57359096,1.3960406,1.644992675,0,0,0,0,2.137471216,1.242988412,2.167553621,1.585462986,2.219914444,2.083215862,1.998346537,1.943529634
ENSMUSG00000007872,1.457065504,1.378001585,1.23185427,0.935149909,1.288000922,0.959943406,1.924586802,1.237546251,0.971639465,1.133519748,0.54861173,1.541594219,0.133287839,1.513833967,0.079104514,1.667844109,1.233437799,0,1.162588301,1.374084486,0,0,0,0,0,0,0,0,0,2.161945679,1.570184382,1.727329751,2.163846876,0.505004737,1.73371554,1.834338034,1.756251842,0,1.497460435,0.096040554,0,2.045929003,2.044814048,2.083606523,2.152468753,1.44469575,2.03242937,2.135943214,2.088830405
ENSMUSG00000069805,2.043330835,2.084494058,1.992420514,2.07509053,2.163671133,2.003553585,0.444954611,2.139343756,2.131275327,1.605767114,1.436611027,0.528348405,0.461471514,0.536082225,0.666285796,1.631566531,1.006278164,0.644711292,1.020028389,0.313069579,0.704865741,0.929037601,1.447869381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056237277,1.844710104,1.149923884,1.129080551,1.182882366
ENSMUSG00000019320,2.335459907,2.14160653,2.184929802,2.202635418,2.281596902,2.23349615,0.236381301,2.068152453,2.275799517,1.742454889,1.721314231,0.445275634,0.647420138,6.64E-06,0.412416864,1.72985134,0.449124957,0.411946146,0.799716086,1.730228156,0.090283806,1.742817007,0.144830973,2.079658707,0.913728574,0.646314505,0.822402823,0,0,1.12E-06,0,0.470376675,0.58812262,0,0.62446774,8.60E-13,0.639180582,0.597938586,0,0,0.985526615,0,0.92520789,1.041020217,0.713840694,1.108277428,0.383716651,0.136236551,0.446378705
ENSMUSG00000021368,1.929720273,1.867674274,1.824401819,1.960782711,1.806296675,1.782854435,0,1.857235976,1.48354736,0,1.18743893,0.048319811,0,0,0,0,1.222000726,1.510460556,0.514486655,1.424283662,2.027202779,0.20922673,0,1.908943735,1.727354975,0,0.048475986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089577678,0.12965284,1.616942641,0
ENSMUSG00000057454,2.092021984,2.022283995,2.076469313,1.999725874,2.073498399,2.138709954,1.832094219,2.044692599,1.90978809,1.50720259,1.046881292,0.53385337,0.046755351,0,0.096905496,1.393055494,1.357793869,0.118614865,0.242357535,0.623440545,1.06336714,0,1.430529762,0,0,0,0.042281684,0,0,1.054532622,0,0,0.683476615,0.101333541,0.955409674,0.153972096,1.1695657,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000090216,2.062243441,1.881784526,2.020796188,2.058877547,1.971519839,2.022828249,1.929495559,2.114857748,2.086156875,0,1.364267627,0,0.700043988,0,0.758562198,0,1.020132886,0,0,1.211168615,1.47677368,0,0,0,0,0,0,0,0,0,1.0926189,0,0,0,0.28444788,0,0,0,0.306562264,0,0.436258086,0,0,0,0,0,0,0,0
ENSMUSG00000066137,1.102512599,1.084679924,1.5508506,1.566119168,1.036651248,1.354225644,1.938360088,1.693151611,0.48954085,0.073689396,1.327119751,1.268622429,1.697360135,1.259761067,1.668290846,1.894001861,1.58527682,1.40125058,1.51580896,1.868478681,2.158090973,1.615235455,1.882575193,1.918209682,2.169874199,0.071255509,0.039884964,0.361648523,1.739346041,0,0,0,0.128230559,0,0,0.068315388,0,0.078104672,0.077423506,0.128264177,0,0,0,0,0,0.074331061,0,0.210411898,0
ENSMUSG00000051965,2.093764782,1.912994276,2.062754916,1.993310112,1.914750811,2.000228379,0,1.904160289,1.955632919,0,0.041286941,1.269611,0,0,1.219464018,1.738467405,1.37995964,0,0.774221983,1.360616131,0,1.31793804,1.223389496,0,0,1.764301693,0.033890773,0.037716183,0.958339272,1.353900851,0.046509211,0,0.101307403,1.184504048,0,0,1.341315795,0.115216306,0.816491196,0.055181784,0.05521697,0,0,0,1.37835247,0,0,0,0.050529394
ENSMUSG00000079084,1.893020666,2.016995754,2.021850577,1.90117542,2.012533534,1.867600643,0.183968709,2.051549961,2.069286905,0,0.066510787,1.146280012,0,0,0.081904403,1.26430061,1.392216678,0,0,1.142026359,0.931508722,1.737118663,1.515509572,0,1.688695618,0,0.95070894,1.1450285,1.297928945,0,0,0,0,0,0,0,0,0.197655957,0,0,0,0.997543209,0,0,0.08048254,0,0,0,0
ENSMUSG00000010057,2.032159245,2.020050369,2.108006576,2.110054087,2.051661796,2.12363934,0.113287741,2.143863812,2.116488197,1.414660878,0,0,1.293751367,1.364209429,0,0,0,1.142789784,1.047582465,0.598833168,0.11768782,0,0,0,0.898713666,0,1.027710758,1.659341829,0.08529486,1.331376676,0.097473188,0.104863883,1.630280373,1.499036528,0.814184312,1.647000349,1.544845356,1.102975378,0,0,0.06179955,1.527446866,0.891054392,1.437327157,0.05423566,0.06789475,0.420566304,0.060811875,1.576767372
ENSMUSG00000040997,1.890757369,2.025543433,1.807269094,1.998623278,2.11471771,2.112809367,1.476508467,2.143838865,2.037510161,1.517926587,1.506449558,1.258587003,1.30480278,0.054069655,0.048719461,1.439285314,0.843516815,0.878854857,1.372427752,1.413728816,1.722466917,0.077053064,1.11519099,0,0,0.159989853,1.360502532,0.809439846,0,0,0,0,0,0,0.258228653,0.730203908,1.208863084,0,0,0,0,0,0,0,0,0,0.329607348,0,0
ENSMUSG00000038393,2.246961188,2.241070588,2.053946165,2.241899948,2.228662089,2.246104484,0.47505635,2.128166549,2.389747118,0.792748785,0.120849884,1.118115856,1.313474913,0.0561892,0.02623324,1.422696513,0.438398351,0.896401643,1.204751964,1.305967974,0.058763762,1.53406801,1.497066554,1.086074954,1.522059328,0.609322223,1.380146093,1.69779234,1.044179005,1.08316566,0.15416612,1.365263292,0.298994908,0.161629399,0.519660017,0,1.541798832,0,0,0,0,0,0,1.193564238,0,0,0,1.457023052,1.398354996
ENSMUSG00000084101,0,0,0,0,0,0,0,0,0,0,1.237450737,1.129196682,1.184943986,1.298202238,0,2.16888623,1.242787326,0,0,0,0,0,0,0,0,0,0,1.169268746,1.481883865,1.940809236,1.625421525,1.651652044,1.698419839,1.654955839,1.730207949,1.390497061,1.609588007,1.451476334,1.441709272,1.671922257,1.365253927,1.802641023,1.428439342,1.825265743,1.604765885,1.872110218,1.573509801,1.636233062,1.813389483
ENSMUSG00000081586,0,0,0.114061932,0.757325412,0,0,0.056706707,0,0,2.232950393,2.167308472,2.047481254,2.102265581,2.152165991,2.181234577,2.156670277,2.091898988,2.221380328,2.10742028,2.472302909,2.254910442,2.172334333,2.258500796,2.213244079,2.138662619,2.221202908,2.015975547,2.138990707,2.319145634,1.958502246,1.859065008,1.854489439,1.975538416,2.176126001,2.098294073,2.091526273,1.950831519,2.020253524,2.155333,2.156736881,2.210970943,2.081019483,2.139053773,2.134744317,2.055588546,2.235465318,2.06794452,1.990765391,1.989056728
ENSMUSG00000042417,2.150387977,2.094754044,1.934223648,1.985845745,2.116511445,2.104661204,0,2.047726455,1.964730921,1.140143359,1.45553309,0.469141334,0.398545861,0.895930031,0.740037242,1.568883149,1.372101546,0.992218058,1.238164075,1.464219706,1.507194485,1.859252412,1.056580914,2.00803778,0.654716426,0,0.07184925,0.391571958,0,0,0,0,0,0,0.108454745,0,0.046489311,1.204239397,0.60478099,0.10855995,0.197868594,0.054078475,0.064941434,0,0.902388034,0,0,0,0
ENSMUSG00000081748,0,0,1.233082453,0,0,0,0,0,0,0,1.717248483,0,1.220076692,0,1.751257543,1.256241348,1.929433743,1.325784449,2.027663491,1.842791405,1.340995061,1.773406088,1.996090745,2.149600878,1.329066184,1.693302997,1.450432336,1.531160744,1.529792116,2.284112511,1.841330683,1.994798702,2.213645238,1.99182791,1.465953603,1.728656465,1.361946816,1.488463285,0,0,1.69617809,1.965263806,1.752331992,2.157526274,1.642762192,1.918736802,1.628485997,1.39000373,1.857289065
ENSMUSG00000060149,1.850661549,1.853146782,1.552094861,1.863476323,2.012824575,1.776920455,1.552715657,1.896907436,1.913319959,0.08984473,0.26123217,0,1.47998681,0,1.600075079,0,1.373404905,0,0.576828362,1.28013201,1.856852698,0.280473426,0.068179551,1.858483058,1.563555835,1.973004016,1.54724166,0.791088253,0.102852019,1.918877643,1.776317557,1.083147729,1.917851442,0,0,0,0,1.880719866,1.632229456,1.865376434,1.749100637,0.087380646,2.024891859,0,1.768493806,1.730560228,1.915281615,1.965490037,1.51084382
ENSMUSG00000090941,0,0,0,0,0,0,0,0,0,0,0,0.496186286,0,0,0.587838878,0,0,0,0,0,0,0,0,0,0,0,0,0.524253281,0,1.205401972,1.822127526,2.038751265,0.723902052,1.501064742,0.74432037,1.579651002,0,1.018413786,1.718919175,0,0,1.960941444,2.018688019,1.669607863,2.002850886,0,1.807007737,2.018762893,2.203609387
ENSMUSG00000006356,1.809214835,1.682270561,1.694626255,1.900253487,1.631360555,1.640607632,0,1.727515231,1.377610369,1.447945252,1.491686593,1.229986279,0,0,0.244179363,1.163995755,1.319253923,0,1.135606458,1.682544877,0,0,0.077412968,0,0.246138243,0,1.300686767,0,0,1.610903853,1.893350013,1.906205704,1.675068598,0,0.073088258,0,0,1.57243709,0,0.073952476,0.076848986,1.195750252,1.253284685,0.13434448,2.029436539,1.916058956,1.932033159,0.074974703,1.722678337
ENSMUSG00000085492,0,0,0,0,0,0,0,0,0,1.758833198,1.664548902,1.813416179,1.16104141,2.08108795,2.027785722,1.387692303,1.550705203,1.748563994,1.818226554,1.269835043,1.914251104,1.737000111,1.989100373,0.961186559,1.864151393,2.173372771,1.812330343,2.206928368,2.22104108,2.206904096,1.927500734,2.037322892,2.124106265,2.163322416,2.129180554,2.225089494,1.801342644,2.14175383,2.118251495,2.139384716,2.25619079,2.12113289,2.154350925,2.099445824,2.128295853,2.204499824,1.954575823,2.009331895,1.912053515
ENSMUSG00000071083,2.06061475,2.033773463,2.051561532,1.794043766,1.863945893,1.920325811,1.793522184,1.425605945,1.82481807,0.606047991,0,1.049485497,1.893346682,0,0,0.39584863,0,0,1.454917998,0.335925043,0,0,0,0,0,0,1.372613783,0,0,1.732562619,1.432770528,0,0,0,0,0,0,0.383158043,1.033255635,0.846012198,0,0,0,1.506488797,0,1.704099875,1.017598807,0.490765882,1.55530731
ENSMUSG00000030287,2.018275981,2.010681493,1.989591741,2.066657577,2.126196368,2.122546799,1.96921596,2.171357805,2.236507031,0.283789083,0.011679448,0.439933973,1.440287092,0.006701482,0.358186208,1.323639801,1.008586972,1.274866464,0.822921554,0.021711834,0.013970855,0.079928313,0.574552109,0.287762776,1.264125705,1.497569553,0.520125731,0.004944762,0.010226027,0,0.058002533,0.081098399,0.607201879,0,0,0,0,0.197895855,0,0.007965255,0.110216528,0.673935558,0.051504448,0,0.020280425,0.00861154,0.006627707,0.202907696,0.214674334
ENSMUSG00000021477,0.607920166,0.359359204,0,0,0,0,0,0,0.69545891,2.075641839,2.069901089,1.953043651,2.011083863,2.155071736,2.116335394,1.925251224,1.845065777,2.126352234,2.076811507,2.188619167,2.098889353,2.000760652,2.113003592,2.242260587,2.195993693,2.25336951,1.986734571,2.101227947,2.35222498,2.377774177,2.233173855,2.289878683,2.337698806,2.297108033,2.315498029,2.317346576,2.288647109,2.302638247,2.272667606,2.30576182,2.258083887,2.25893166,2.257068695,2.257803327,2.252180446,2.332840249,2.227200028,2.223703564,2.271283865
ENSMUSG00000025607,2.100391225,2.132477423,2.274206358,2.280742224,2.100890698,1.925063926,1.614780194,1.65323085,2.111924208,2.050743128,1.878159733,1.789250636,0.07816961,0,1.623415738,0.776409862,1.620310987,1.927333914,1.760391569,1.583266804,2.032405187,0.615179626,1.214237001,1.771793924,1.418715497,1.680059799,0.150562115,0,0,0.254409816,0.137707228,0.757528878,1.06536681,1.228849308,0.260903386,1.520545103,1.234152688,0.859061403,1.78E-06,0,0,1.539971378,1.133870889,0.03819098,0.16995819,1.091265885,0,0.657009934,0
ENSMUSG00000097656,2.174263381,2.150848507,0,2.00524917,1.924149495,1.738913679,0,1.93423527,1.235407232,0,0,0,0,1.642880808,1.76344222,0,0,0,0,0,2.18091114,1.079021976,0,0,1.914521388,0,0,0,0,0,0,0,0,0,0,0,0.763676519,0,0,0,0,0,0,0,0,0,0,0,0.69696066
ENSMUSG00000074895,2.118205184,2.157341908,2.273949893,2.280587475,2.076949764,2.235601665,2.060954565,2.373933968,2.233135773,1.354333215,0.732790074,1.106133078,1.015618746,1.340001663,1.16907753,1.638561134,1.655650255,1.330807301,0.929741716,1.143595554,1.912886545,1.128124516,1.80497109,1.191431451,0.747191886,1.269898035,0.479087048,1.44118908,1.259815986,0,0,0,0,0.462607607,0.299086747,0.079248195,0,0.152651837,0.31157375,1.504681502,0.594863057,0,0,0.041114134,0.573567773,0.228146433,0,0.450787792,0
ENSMUSG00000082406,2.100222308,1.84120863,1.956268825,1.731467081,2.023166004,1.984995559,1.435993987,1.561175351,2.063434695,1.392412019,1.460099149,1.459400028,1.570638661,1.793164326,1.197219891,0.714324729,1.901794946,1.532188536,1.566812108,0.824485752,1.91728174,0,0.32569624,0.365188368,0,1.873931788,0,0.271246192,0.444088536,0,0,0,0,0,0,0,0,1.541225924,0,0.57792473,0.572095217,1.537506794,1.185105658,1.825479996,0.976903157,0,0,0,0
ENSMUSG00000020021,2.227675931,2.080294507,2.08139412,2.148954143,2.175648053,2.024399457,2.386554252,2.190620198,2.114127053,0.660688121,1.426665758,1.055684065,1.204903719,0.749551585,1.244929928,1.358243315,1.28711841,0.545974748,0.445213318,1.289446245,1.589607837,1.409353114,1.324041571,1.102351367,1.841959184,0.083595059,1.028460632,1.100384332,0.527569327,0,0.156713873,0,0.330622753,0.562691281,0.077081067,0.011273567,0.306480785,0,0.157135689,0.011175255,0,0.029058788,0,0.118605611,0,0.148532015,0.008792751,0.186978643,1.180346695
ENSMUSG00000049252,1.94713216,2.03777698,1.817602385,1.987576001,2.003145037,2.061184732,0.218158551,1.950813037,2.105309171,1.199746952,0,0,1.025873764,0.652567349,0.939737842,1.442220997,1.23070176,1.509538534,1.16416839,0.381715996,1.912908305,1.360489276,1.509762844,0.124747062,0.146900393,0.826335301,1.502410731,0,1.457179194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166362611,0,0.921992714,0
ENSMUSG00000084938,1.786490199,1.959996743,1.911289742,1.951684718,1.922545892,1.746501867,1.784682895,1.9804747,1.905620509,1.146289315,1.758821846,1.055496829,1.412551261,0,1.623007259,1.836289928,1.70971336,1.749247653,1.654169801,1.595361724,1.941606331,1.811933419,2.002125439,2.084844278,0.737561557,1.897389539,1.78274845,1.642027038,1.929187922,0.114869416,0,0,1.426127221,0.088954981,0.630256971,1.464502961,0,0.102327692,1.763773794,0,0.203407971,0.07584612,0.227966361,0.887119714,1.262643276,0,0,0,0
ENSMUSG00000006205,1.634024602,1.956676891,2.012440697,1.907266751,2.040973981,2.139819288,0.059782592,1.611453516,1.872126542,1.190866532,0,0,0.151247851,0.189223816,1.586639057,1.530847454,1.17620995,1.236376009,0.115281588,0.879546004,0.060765434,1.824060717,0,0,0,0.067967546,1.651107365,0,1.78238375,1.225965398,0.95513431,0,0.068395164,0,0,0,0,0.273885175,0.077978396,1.718740776,0.21035598,0.06276995,0,0,1.361380261,0,0,0,1.076815146
ENSMUSG00000065097,0,0,0,0,0,0,0,0,0,0,0,0,0,2.358755041,0,0,0,0,0,2.491966483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.142179778,0,1.911905124,0,0,0,0,0,0,0,2.87212421,0,2.591002242,0
ENSMUSG00000095653,1.101637112,1.451405686,1.625441074,1.499020011,1.583579607,1.526120783,0,1.014860617,1.421654921,1.461175762,1.64947895,1.52740045,1.040483269,0.943359953,1.532308393,1.884189647,1.688397573,1.650808567,1.495898012,2.093043264,2.08525846,1.83289705,1.978516497,1.988166398,1.630961516,1.814047055,1.439768349,0.305340619,1.823232235,0,0,0,0,0,0,0,0,1.309949384,1.147484636,0,0.183406803,0,0,0,0,0,0,0,0
ENSMUSG00000090110,2.269802377,2.23942712,2.33294316,2.299685948,2.260023661,2.342562817,0.342653585,2.329824844,2.360364279,1.666662097,1.187170888,1.451344243,0,1.44948457,0.523910272,0.2466288,1.543294311,1.103731903,1.143121018,1.636148753,1.875968858,1.253832122,1.334946075,0,0,1.18179787,0.473707346,0,1.534469064,1.185114165,0,0.117659666,1.52847833,1.010767504,1.46167857,0.124732724,1.120935693,0,1.365813584,0,0,0.384098821,1.431444182,0.121592341,1.717567325,0.509597645,1.360074373,1.455815984,0.282936449
ENSMUSG00000020077,2.678805083,2.693110235,2.626059988,2.662310089,2.750280774,2.842737138,2.299197756,2.692278353,2.752577734,2.101141939,1.096357239,1.371810148,1.828817735,1.502159359,1.796964745,1.950050218,2.284252467,2.179718354,1.6562324,2.392647719,2.273538307,1.862504664,1.868699677,2.344781196,2.087877207,2.524075314,1.664983073,1.932637609,1.637869821,1.268016021,1.18323282,1.237759826,1.857285445,1.425697213,1.643429974,0.288061334,0.733771663,1.684429712,0.298902177,0,1.914204542,0.097459309,1.980883347,0.102912332,0.496542206,0.299129715,1.869962949,1.364822931,0.555889725
ENSMUSG00000040359,2.045213413,2.016987402,1.972436128,1.978095111,1.921195211,2.179232847,1.607404621,2.076520295,2.042445559,0,0,1.437228779,0,0,0,0,0,0,0,1.349533948,0.114244581,0,0.464142152,0.139315082,0,0,0,0,0,0.119252259,1.173195013,1.337535131,1.035976165,0.032924271,1.28518361,0.97820198,0.26793893,1.440572216,1.035794232,0.03449153,1.186433625,0,0,0,0,0.021276439,0,0.892631571,0.089044851
ENSMUSG00000095071,0,0,0,0,0,0.189827624,0,0,0,1.48622639,0.809602805,0.104823969,0.532931372,0,1.327485628,1.978247642,1.787705537,1.352489311,0.658981033,2.12447488,2.16925404,1.818876847,2.153253729,2.152814073,1.671826108,1.870377566,1.335349564,0,0.223338081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028487,1.885309758,2.018958336,1.993710829,1.777353588,1.870730966,1.766878869,0.287579153,2.030526861,2.060002413,0.649642456,1.920993653,0.11528725,0.049976213,0.724447914,0.772023761,1.593259477,1.513873874,1.684204215,1.415525887,1.652681385,2.070566091,1.050267591,1.428027828,1.031711355,0.901805836,1.32910079,1.726581333,1.206302249,0,0,0,0,0,0,0,0,0.529684389,0.204734075,0.064348653,0.221914497,0,0,0,0,0,0,0.195438558,0.071477704,1.404371819
ENSMUSG00000084569,0,0,0,0,0,0,2.722389563,0,0,0,0,3.270501822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.736745391,0,0,0,0,0,0,0,0,0,0,0,0,0,2.790236594,0,0,0
ENSMUSG00000038347,2.140837881,2.037534062,2.088971965,1.975687714,1.891626092,1.919147679,1.828398855,2.031424624,1.79351939,0.682496162,0.161290721,0,1.078565559,0.70880658,0.819926736,1.361051321,0.943824316,1.501985773,1.124279194,1.524593425,1.763821675,0.871474858,1.550696649,1.589712852,0,1.344464978,0,0,0,0,0,0.016504933,0,1.102612052,0.062869163,0,0.131274685,0,0.236013727,0,0,0,0,0,0.408779106,0,0,0,0.25258655
ENSMUSG00000051159,0.862318062,0,0,0,0.682404131,0,1.738557014,0.950637907,0.508296686,2.08435103,2.207335401,2.142051411,2.270450568,2.195802824,1.654321924,1.908672101,1.901933224,1.981242638,2.078275522,0.565149791,1.805026886,2.007888538,0.785323427,1.966855736,0.85478866,2.556924544,2.241160325,2.42772948,2.355004927,2.394793028,2.252748691,2.321401638,2.338627787,2.305344919,2.526253961,2.390977475,2.420072976,2.126397684,2.42399909,2.239654779,2.346394054,2.529938274,2.507996118,2.520476982,2.418573055,2.567114628,2.453993724,2.535948234,2.306206217
ENSMUSG00000088695,0,0,0,0,0,0,0,0,0,0,0,1.719012909,0,0,2.157468857,0,2.124191107,0,0,2.709324244,0,1.721219342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.632114986,0,0,0,0,2.477134283,0,0
